,0,1,2,3,4,5,6,7,8,9
0,9.979029208866663,9.98310167527051,9.999281449243469,9.981238674496387,9.991094774274966,10.063077484247195,10.034969437605602,10.012539942966084,10.056120859831754,10.039538271075667
1,8.35678998687723,8.354448029584692,8.292487158401157,8.2852967509461,8.403783848631242,8.240355448775382,8.336378090170061,8.279631334836647,8.379725132380281,8.36846841983111
2,6.680842665443311,6.633430322232256,6.690915494258009,6.686390128947476,6.695557616585206,6.655096334118973,6.728383238914994,6.691740238881881,6.647668033814657,6.725106736546374
3,4.986273210970229,5.0350662640212756,4.97650725154336,4.969991056271143,5.042976901252379,5.003922279475814,5.07247905209504,4.999438265493547,5.025427895892769,5.008837156319665
4,3.3336319014000555,3.347974129763213,3.287679485834978,3.331704819258959,3.3502192355965494,3.352812624085038,3.319746528405572,3.3203957234397357,3.2435860494698505,3.3375914067161525
5,1.6764845056503634,1.6579128139653523,1.668336360634473,1.708244662860242,1.6521404815407772,1.7089301455312376,1.6357415500903354,1.7566735985041677,1.7233740365711465,1.7120398578763087
6,0.24694761127922016,0.29600048837544657,0.3761639232242005,0.4092492194716261,0.42998773032102044,0.43663575791666287,0.5091807870177568,0.4734347045292677,0.5277164533643172,0.5811551194870307
7,0.0021508578524516223,0.005531272446148137,0.011701746327346654,0.025130635583686056,0.03695467790709756,0.07101202226069608,0.07040017792774746,0.09530033833423181,0.08652403809895998,0.09742544147376896
8,0.0,0.0,0.0,0.0014786282360234964,0.0017346857328512898,0.003510257634695222,0.004786006421469324,0.00558435458355234,0.014595147445447423,0.009324525402747212
9,0.0,0.0,0.0,0.0,0.0,0.0003253166716012856,0.0,0.0,0.001230619257453327,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
